vazao,vazao_calc,chuva_media
0.018,0.18995893,2.25
0.018,0.20772061,1.882
0.012,0.22381462,0.216
0.012,0.2382532,0.532
0.008,0.25091502,0.31
0.005,0.26178965,0.282
0.003,0.27087954,0.184
0.003,0.27828804,0.311
0.002,0.28446943,1.57
0.002,0.28955293,1.828
0.002,0.29356277,1.722
0.002,0.29683736,2.725
0.001,0.29913723,1.7
0.001,0.30074388,2.516
0.001,0.30213892,4.217
0.001,0.36564893,5.983
0.001,0.006102306,2.671
0.0,0.009548578,2.927
0.0,0.0134179685,1.09
0.0,0.017627083,1.835
0.0,0.02209713,2.19
0.0,0.026814122,3.16
0.0,0.031578477,1.479
0.001,0.03626625,0.902
0.001,0.0408309,1.149
0.001,0.045342807,2.618
0.0,0.049586445,0.537
0.0,0.05348517,0.025
0.0,0.057054657,0.469
0.0,0.06026431,0.244
0.0,0.06310016,0.11
0.0,0.065627754,0.945
0.0,0.06787134,1.235
0.0,0.06978259,0.465
0.0,0.07144452,1.521
0.0,0.07308346,4.548
0.0,0.07342523,4.136
0.0,0.07478945,2.055
0.0,0.0760093,2.945
0.0,0.09466679,7.84
0.0,0.0,1.521
0.0,0.0,0.742
0.0,0.0,3.31
0.0,0.69004333,26.179
4.954,1.3726728,9.021
7.205,1.757055,6.641
5.58,0.0,0.373
3.323,0.0,1.1
2.046,0.0,1.524
1.383,0.0,1.066
1.105,0.0,0.265
0.718,0.0,0.339
0.588,0.0,0.55
0.424,0.0,1.646
0.293,0.0,1.928
0.193,0.00093301357,0.885
0.141,0.003667134,0.751
0.118,0.007579743,0.384
0.081,0.01235564,0.057
0.066,0.017721636,0.022
0.042,0.023443365,0.0
0.032,0.029325716,0.0
0.032,0.03520837,0.0
0.024,0.040974654,0.125
0.018,0.046511356,0.0
0.018,0.051747326,0.065
0.018,0.056619365,0.0
0.012,0.061105646,0.179
0.012,0.06517028,0.064
0.008,0.06879813,0.037
0.008,0.07198366,0.0
0.008,0.07473675,0.047
0.005,0.07706952,0.05
0.005,0.07906072,0.858
0.005,0.0806956,0.481
0.003,0.08196361,0.069
0.003,0.08288462,0.006
0.003,0.08348376,0.0
0.003,0.0838247,0.64
0.002,0.083903305,0.201
0.002,0.08373807,0.101
0.001,0.08334798,0.001
0.0,0.082771525,0.323
0.0,0.08202294,0.189
0.0,0.08112879,0.35
0.0,0.08009351,0.0
0.0,0.078939445,0.1
0.0,0.07768055,0.016
0.0,0.07633408,0.056
0.0,0.075030975,4.282
0.0,0.10160717,12.873
0.0,0.40528688,16.689
0.0,1.4436104,14.425
0.0,0.13549846,2.223
0.0,0.0,1.168
0.0,0.0,0.489
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.838
0.0,0.0,2.753
43.351,24.872395,42.318
232.267,112.78509,36.129
86.184,137.16623,20.373
20.32,67.295784,2.234
8.24,29.663029,0.144
2.434,12.494678,0.49
0.866,3.521693,0.198
1.383,0.07180428,0.0
0.529,0.0,0.0
0.257,0.0,0.0
0.099,0.0,1.242
0.066,0.0,3.095
0.032,0.0,3.266
0.018,0.0,0.338
0.003,0.0,0.0
0.001,0.0,0.008
0.0,0.0,0.077
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.486
0.0,0.0,0.805
0.0,0.0,0.323
0.0,0.0,0.087
0.0,0.0,1.719
0.0,0.31528708,6.347
0.0,3.6938143,9.475
0.0,37.59105,21.647
0.0,18.112637,1.169
0.0,5.898357,0.0
0.0,0.94992894,0.483
0.0,0.0,0.13
0.0,0.0,0.207
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.213
0.0,0.0,0.274
0.0,0.0005319571,0.484
0.0,0.006190193,0.45
0.0,0.016192598,0.181
0.0,0.029499756,0.161
0.0,0.045250177,0.564
0.0,0.062875144,1.537
0.0,0.22257286,5.596
0.0,0.012391762,0.879
0.0,0.022557085,1.023
0.0,0.034850325,2.203
0.0,0.28000176,6.611
0.0,0.2887717,4.505
0.0,0.0,2.35
0.0,19.812656,30.199
0.002,18.65902,6.502
0.001,10.765364,2.666
0.0,6.569656,3.124
0.0,2.1565545,1.626
0.0,0.0,0.0
0.0,0.0,0.555
0.0,0.0,0.0
0.0,0.0,2.997
0.0,0.0048052203,4.724
0.0,0.074507736,5.167
0.0,0.0,2.127
0.0,0.0,0.71
0.0,0.0,3.448
0.0,0.0022824558,4.645
0.0,0.0,0.221
0.0,0.00015263345,2.195
0.0,10.739868,20.27
0.066,6.740065,3.241
0.081,1.5273496,0.82
0.005,0.0,0.802
0.0,0.0,0.361
0.0,0.0,0.89
0.0,0.00024326361,0.33
0.0,0.004631984,0.672
0.0,0.012564676,0.0
0.0,0.023187712,0.0
0.0,0.035726044,0.0
0.0,0.049504757,0.0
0.0,0.06404518,0.465
0.0,0.0787963,0.053
0.0,0.09335154,0.0
0.0,0.107435815,0.174
0.0,0.12078033,0.06
0.0,0.13328312,0.396
0.0,0.14472283,0.004
0.0,0.1550475,0.137
0.0,0.16418739,0.032
0.0,0.1721383,0.071
0.0,0.1789174,0.093
0.0,0.18459378,0.275
0.0,0.18916659,0.056
0.0,0.19289581,1.11
0.0,0.1956328,0.074
0.0,0.19745465,0.109
0.0,0.19841623,0.0
0.0,0.19861546,0.135
0.0,0.19815141,0.312
0.0,0.19716339,0.83
0.0,0.19559427,0.0
0.0,0.19353236,0.155
0.0,0.1910766,0.474
0.0,0.19177449,4.926
0.0,0.08761019,0.336
0.0,0.08885764,0.084
0.0,0.089733794,0.0
0.0,0.090267055,0.0
0.0,0.090555884,1.109
0.0,0.0907473,3.254
0.0,0.09065748,0.051
0.0,0.09040177,1.649
0.0,0.09004194,2.566
0.0,0.0897717,4.58
0.0,0.08116931,1.885
0.0,0.08092626,2.942
0.0,0.080533005,1.249
0.0,0.08003648,2.017
0.0,0.10073042,10.207
0.0,0.0,0.0
0.0,0.0,1.988
0.79,0.0,2.724
0.012,0.0,0.084
0.0,0.0,0.108
0.0,0.0,1.368
0.003,4.9864397e-05,1.136
0.0,0.00040017336,1.267
0.0,0.0008227633,0.621
0.0,0.00129913,0.632
0.0,0.001810432,0.34
0.0,0.002340694,0.185
0.0,0.0028760585,0.028
0.0,0.003407995,0.207
0.0,0.0039399154,1.397
0.0,0.004479246,2.76
0.0,0.0049954355,0.117
0.0,0.0054859035,0.304
0.0,0.0059448327,0.035
0.0,0.00636976,0.0
0.0,0.0067594517,0.0
0.0,0.0071134195,0.0
0.0,0.00743174,0.0
0.0,0.0077169263,0.253
0.0,0.007968466,0.084
0.0,0.008187365,0.066
0.0,0.008375851,0.198
0.0,0.00853668,0.417
0.0,0.008682119,2.302
0.0,0.008804178,0.815
0.0,0.008915014,2.872
0.0,0.009023273,4.468
0.0,0.00910968,0.799
0.0,0.009175561,0.811
0.0,0.009224997,1.411
0.0,0.009253802,0.277
0.0,0.009263468,0.26
0.0,0.009257068,0.65
0.0,0.009242172,2.373
0.0,0.009212425,0.453
0.0,0.009173004,1.626
0.79,0.010437518,9.499
0.0,0.0,1.436
0.0,0.0,1.961
0.0,0.0,1.666
0.0,0.037136577,18.598
97.946,3.42552,28.835
12.622,3.5877473,5.826
3.065,0.64051515,1.514
47.228,6.598618,17.713
12.277,8.884439,8.373
